sentence,label,label_name
"Should this be an American movie I'd rate it 7: we've seen this before. Being this an Argentinean movie, and being myself Argentine, I'd like to give it a 10, since it's the kind of quality I'd been hoping -rather than expecting- for. It's superb quality is astonishing, given all the limitations imposed by the 3rd World...<br /><br />I can't forget the scene when Díaz forces Silverstein's fiancé to confess -you know what I mean if you saw the movie. I think that's the key moment of the movie, not surprising",1,Positive
"This movie bewilders me. It may be that I'm just a stupid American, but I really just don't get 400 Blows. Everything I've read about this movie has been a total rave, but I just couldn't stay interested. I'm sure that it was as revolutionary in film-making as all the critics say, but when it boils right down to it, it's just really really boring. Maybe it's the language barrier, may I'm just not ""sensitive"" or ""artsy"" enough, but whatever the case is, I hated this movie. The story itself isn't bad; it's ab",0,Negative
"Infamous pre-code film, really the one film that caused people to insist on the Hayes Code being strictly enforced. Barbara Stanwyck stars as a young girl whose liquor-selling father has no problem pimping her out to customers. When he dies in an accident, she's released out into the world with the knowledge that her nubile body can get her whatever she wants. She goes to New York and proceeds to climb the corporate ladder, one bed at a time. Although obviously there's no actual sex shown, the film is quite",1,Positive
"This movie starts out hilarious from about the 15 second mark, and continues it throughout the movie. I cannot recall a scene where i didn't turn to look at people laughing with me. he is the perfect actor for this roll because of the way he looks and the way he dressed.<br /><br />The comedic parts were great to see from actors not very big or popular. As you can see people do like this movie it is currently rated 7.9 on IMDb. i think it should be in 250. Lets put it this way i haven't seen this funny of a",1,Positive
"There are few films or movies I consider favorites over the years. The Gospel road was one of them. I watched this as a young teen and would like the opportunity to watch it again. My favorite parts were the fact that <br /><br />1/Jesus was blond, <br /><br />2/the last supper was a huge meal,<br /><br />3/ he liked playing with the children,<br /><br />4/His death was for all people and for all time.<br /><br />The movie may not have been theologically sound or high quality acting, but it touched my heart",1,Positive
"Amelia and Michael are a married couple that are cheating on each other. Amelia has a long-time lover in the hospital and Michael hires a prostitute that doesn't satisfy him. The two smolder with their infidelity but manage to connect to each other in the end.<br /><br />There's not a whole lot to this particular short. The direction is straight-forward and dramatic, which is good, the acting is sincere, but the story leaves a little bit to be desired. Why, exactly, do we care about these two people? It's a",0,Negative
"I was delighted to finally see the release of Amazing Stories the first season on DVD. I had forgotten just what a stellar cast of actors and directors worked on this series. For the longest time the only way you got to see this remarkable series was with the VHS 2 or 3 episode collections or when Sci-Fi would re-run the episodes. However, when Sci-Fi would host the re-runs, they generally stuck to the same episodes. There were a few outstanding episodes in Season One like The Mission that they didn't repea",1,Positive
"I never saw this when I was a kid, so this was seen with fresh eyes. I had never heard of it and rented it for my 5 year old daughter. Plus, the idea of Christopher Walken singing and dancing made me curious. The special fx are cheesy and the singing and dancing is mediocre. But the story is great. My daughter was entranced. I loved watching Walken in this role thinking about what the future held for him. Very amusing to see him dance! And if the songs weren't great, at least they weren't Disney over-produc",1,Positive
"We rented the DVD hoping for a good western. The film was pretty and the scenes reasonable, but the ideas were very bad. Here are my problems with the film.<br /><br />In the first part, why exactly did the bad guy kill the mine owner? Not really connected to the movie except to establish how bad he was and to have a hideout.<br /><br />The bank employee gone bad just acts too poorly to convincingly decide to hire killers to off his employers. At least keep us guessing. No character developed at all for the",0,Negative
"Home Room deals with a Columbine-like high-school shooting but rather than hashing over the occurrence itself the film portrays the aftermath and what happened to the survivors, their trauma, guilt and denial.<br /><br />*Spoilers* The shooting itself is treated as a foregone conclusion, with no action footage other than the reaction of an almost teenage SWAT commando after shooting the high school killer. The film has three protagonists; the detective investigating the crime of which no guilty parties are ",1,Positive
"This crime thriller is sort of like a film noir, though changes the context from post-war to Cold War and has something relatively decent to say about humanity. In ""Pickup on South Street"", policemen are good guys, criminals are genuine guys, and the only enemies are ""The Commies"", who are ultimately differentiated from the good-guys in that they are emotionally personable, driven by an actual care for their own worth, as shown in the constant tracked-in close-ups that speckle the movie.<br /><br />This mov",1,Positive
"This show is just annoying!!! I feel sorry for the actors for having to attempt to be funny (especially Bob Saget), the laugh track tries to cover up the sad jokes and the ""Awwww"" track comes up at the most unnecessary times. The over-dramatic kids are no exception, especially the Olsen twins. Also, this show is cliché city. If you were to look up the word cliché, it would read ""Full House"" Every story line has a ""life lesson"" to be learned at the end. A sappy speech makes everything better and even has the",0,Negative
"I had nowhere to go. I was on a flight to Vancouver. I would probably have missed this film if I hadn't chosen Air Canada. Watched on a small screen in the back of the seat in front, I found this captivating and mesmerising. I did drift in a couple of places and had to skip back but I had to watch to it's end. Now I'm looking forward to the DVD release in Europe though whether I'll be quite as transfixed when I can walk out the door, is yet to be discovered!<br /><br />The photographic composition is stunni",1,Positive
"Bonanza had a great cast of wonderful actors. Lorne Greene, Pernell Whitaker, Michael Landon, Dan Blocker, and even Guy Williams (as the cousin who was brought in for several episodes during 1964 to replace Adam when he was leaving the series). The cast had chemistry, and they seemed to genuinely like each other. That made many of their weakest stories work a lot better than they should have. It also made many of their best stories into great western drama.<br /><br />Like any show that was shooting over th",1,Positive
"Soldier may not have academy acting or Lucas special effects but it definitely does it for me. I won't tell you what its about, I'm sure you already read the summary. This is a great doomed futureistic action/science fiction movie. Kurt Russell doesn't say much, he usually has an eerie or drone look on his face but it fits the character. There are great action and fight scenes; some of the scenes are unrealistic, but thats Hollywood make believe land that we should have to escape our normal lives. I have no",1,Positive
"I totally got drawn into this and couldn't wait for each episode. The acting brought to life how emotional a missing person in the family must be , together with the effects it would have on those closest. The only problem we as a family had was how quickly it was all 'explained' at the end. We couldn't hear clearly what was said and have no idea what Gary's part in the whole thing was? Why did Kyle phone him and why did he go along with it? Having invested in a series for five hours we felt cheated that on",1,Positive
"This was one of the worst Wrestlemania's I've seen. It just didn't stand out at all, really. Card wise, I thought it was going to be pretty good, but every match just seemed to fall short.<br /><br />Chris Benoit vs. MVP One of the better matches. Benoit carried it. I just didn't think MVP was that great, but Benoit saved this match. <br /><br />Kane vs. Khali Wow, these two guys don't mix. Or maybe it's Khali and any other person alive don't mix. Awful match.<br /><br />Melina vs. Ashley I'm not a fan of f",0,Negative
"In theory, 'Director's Commentary' should have worked. The talented Rob Bryden plays Peter DeLane, a former television director recounting his experiences behind the camera. Amongst the programmes he is alleged to have worked on are 'Bonanza', 'Flambards', 'The Duchess Of Duke Street', and 'The Bounder'. His commentaries are not the least bit informative, due to his habit of wandering off the point.<br /><br />But in practice, it failed dismally. It is a one-joke show, and the joke is not particularly funny",0,Negative
"Wonderful family drama/comedy starring MacClaine and Garr that entertains and warms the heart every time I see it. Strongly recommended for all ages from 9 year olds to grannies. Lovely period piece capturing 1962. The story encompasses the struggling Garr, her two children and Aunt Zena (MacClaine) trying to make ends meet without a man as head of the household. The ""family"" heads west to take the inheritance of a long forgotten relative that has left Garr a run down, ramshackle road side cafe right out of",1,Positive
"<br /><br />Have you ever felt like your being watched, like someone keeps tabs on every move you make? Well, just remember before you decide to break the law, the FBI will always be there. At least that's the feeling you get after watching the gripping but slightly mellow crime drama, The FBI story. It traces the roots of the organization from a small bureau to one of the most modern facilities in the world (in 1959), by telling the story through they eyes of one of its agents, Chip Hardesty (James Stewart",1,Positive
"I think that this movie was reasonbaly good. It's kinda weird that now the Olsen twins are 13 and have boyfriends and all. I enjoyed them alot when they were little kids on Full House. Anyway, the casting was good and the movie was somewhat funny. I kind of got mixed up between all the switching places and their names. It's just kind of an older version of It Takes Two.",1,Positive
"I used to have a fascination with the cartoon back in college when it was being made. It had much the charm of ""Get Smart"". While it admittedly had its faults, it was rather enjoyable.<br /><br />Naturally I was very interested in seeing the film version. That was before I saw it. Afterwords I wished it had never been made.<br /><br />Besides being miscast all around (who on Earth though Broderick was even close to the role?) it just didn't make the grade.<br /><br />The effects were reasonable and perhaps ",0,Negative
"Some good movies keep you in front of the TV, and you are dying to see the result.<br /><br />This movie does not have highs and lows. It simply describes a young girl's family life in Africa. People come and go, the weather and the background are all the same.<br /><br />",0,Negative
"Footlight Parade is among the best of the 1930's musical comedy extravaganzas. A snappy script and an all-star cast including Jimmy Cagney, the lovely Joan Blondell, Dick Powell, and Ruby Keeler make this film a cut above the rest. Directed and choreographed by the creative genius Busby Berkeley, this film will have you grinning from ear-to-ear from start to finish.<br /><br />Busby, of course, is the undisputed master of the Hollywood musical with ""Gold Diggers of 1933"" and ""42nd Street"" to his credit (as ",1,Positive
"I own Ralph Bakshis forgotten masterpiece Fire & Ice on an old OOP rental videotape.<br /><br /> Well for one thing, this is better than any other Conan-esque film you'll ever see. Sure, it's cheesy, but who cares? It stood the test of time, and the only way it started to look cheesy is in comparisons to modern fantasy epics like LOTR:FOTR (though I love that film.)<br /><br /> The plot goes like this: After a battle between Fire & Ice, a kings daughter is kidnapped by Jarols (Ice) subhuman creatures, while",1,Positive
"Perhaps one of the worst teenage slasher films I ever did see. I'll start with the bad points of t he movie, which pretty much covers the entire film. First of all, something no one can avoid: TERRIBLE ACTING. I swear they picked up some random kids off the street based on how they looked. Secondly, BAD/UNCONVINCING CHARACTER WORK/DEVELOPMENT. You hardly even know half the kids who are killed in here. All you figure is that they deserved it one way or another. The scarecrow's character was overdone, and a c",0,Negative
"This was an impulse pick up for me from the local video store. Don't make the same mistake I did. This movie is tedious, unconvincingly acted, and generally boring. The dialogue between the young priest and his uncle is particularly poorly written and delivered; I cringed at every scene they shared. Dennis Hopper makes a few sparse appearances and is his usual disjointed self; his role was clearly not a stretch for him. And although the movie is supposedly set in Puerto Rico, it feels a lot more like a Holl",0,Negative
"This was Barbra Streisand's first television special and is ""must see"" viewing for any Streisand fan. Even non-Streisand fans will enjoy this highly energetic and entertaining piece of entertainment history. Performers like this only come our way once in a lifetime. Brilliant!",1,Positive
"How the Grinch Stole Christmas was a wonderful little Christmas cartoon that anyone could easily enjoy, I never did see the reason for a remake. Not to mention a remake that was made with humans, the cartoon was just perfect enough, what's the purpose of this film? But it also seemed a little odd for Jim Carrey to be the Grinch. I mean he's a great comedic actor, but him as the Grinch? It just didn't make any sense to me. His performance was a little over the top and unintentionally laughable at moments. No",0,Negative
"Man, this gets a lot of good reviews in the review books. Frankly, I found it too slow and unappealing right from the start. I kept waiting for it to pick up a little steam but that never happened. This movie is vastly overrated.<br /><br />Shakespeare, with the King James English, has never appealed to me, anyway, so it may just be me. There is a fair share of the latter in the first half of the film as they show Ronald Colman playing the role of Othello.<br /><br />The good points of the film include - th",0,Negative
"The only reason I watched this film was because I had recently read Robert Hough's less than perfect, but interesting, fictionalised account of the life of Big Cat trainer Mabel Stark. Beaty appears as a character in the book, in a less than flattering light.<br /><br />I hadn't realised until checking the movie out later on the IMDb that it was originally a serial. Whoever edited the original running time of 233 minutes down to the 68 minuted version available on DVD has done a hell of a good job. The shor",0,Negative
"Man, I loved this movie! This really takes me back to when I was a kid. These were the days when the teachers still showed classroom films on reel-to-real and if you were good, they would rewind the movie slowly so you could watch it play backward. I still remember one of the opening lines....""Tutazema was his name, and he was an Orphan. He lived with his sister so and so in the village."" This is a great movie for kids and as enduring as the red balloon. At the end the other Indian boys in the village attac",1,Positive
"Just like Final Fantasy brought CG to a whole new level, this is a rebirth for motion capture. Neither movie nor cartoon, this motion picture looks like a homage to the Film Noir, Akira, Sin City, Blade Runner and the new generation of European cartoonists. You see Paris the way it almost could be, the characters seem as real as you and I. They blink, trip, shiver like real actors in a way never achieved before.<br /><br />Don't go watch it hoping to find a mind twister. You will most likely figure it out b",1,Positive
"Once in a while, a film comes along that raises the bar for every other film in its genre. A film of this caliber will influence many films following its release for years to come. `A Chinese Ghost Story' falls in this category. It is arguably one of the best horror films made during the 1980's; possibly one of the best ever made.<br /><br />The filmmakers have crafted a movie that appeals to every horror fan. The story is engrossing and original. The villains are appropriately menacing and frightening. The",1,Positive
"I've tried to watch this show several times, but for a show called ""That '70s Show,"" I don't find much apart from a few haircuts and the occasional reference to disco that actually evokes the '70s -- the decade in which I grew up. Of the episodes I have seen, most of the plots and jokes could be set in any time period. Take away the novelty of (supposedly) being set in the '70s, and the show is neither interesting nor funny.<br /><br />If you're looking for a show that more successfully represents the exper",0,Negative
"In the hands of lesser actors than Claudette Colbert and Robert Ryan this film could have become silly and trite. But, with these two experienced thespians leading the way, I found ""Silent Fury"" to be a most exciting and pleasurable little mystery. When their wedding is interrupted by a stranger who claims that Colbert is already married, and that he was best man at that wedding, one can sense that there is some sort of plot against her at work. As Colbert, Ryan, and her attorney set out to disprove the str",1,Positive
"That's My Bush is a live action project made by South Park creators Trey Parker and Matt Stone.The show was cancelled after one season, not because of bad reviews(it actually got good reviews), but because it was very expensive.That's my bush is a pretty funny spoof of an average network TV sitcom.It is also a political satire.Now, this is nowhere near as good as South Park, but it is a very funny spoof of a sitcom and also a pretty good political satire.The guy who plays in that's my bush looks a lot like ",1,Positive
"The day has finally come for me to witness the perpetuation of Azumi's fate as an assassin, fruition of her character and the ultimate attempt to draw me deeper into the world she rampaged through so mercilessly during the first saga.<br /><br />That's as poetical as I'll get when talking about Azumi 2: Death or Love, because when I cringed over the heavy sentimentality of House of Flying Daggers and complained about the credibility of Aya Ueto portraying a blood-driven assassin, after watching Azumi 2 I st",0,Negative
"This movie is a muddled mish-mash of clichés from recent cinema. There are some promising ideas in there, but while the director was clearly aiming to wind up with a hauntingly ambiguous film, what he ended up with was a confusing mess. Lead actor Daniel Wu does a fair job but with no central theme it seems as though he doesn't have much to work with. Furthermore, the movie is largely devoid of scares (although, in fairness, there are some creepy moments amid the drudgery).<br /><br />*MILD SPOILERS*<br /><",0,Negative
"Interesting to read comments by viewers regarding Omega Code... many of the overwhelmingly positive comments were lifted almost word for word from TBN broadcasts... the movie looks as if it were made to go directly to video, to be stocked besides the three-part rapture series that was done by some other religious group in the 70s.. dont remember it? You wont remember this one either in a year or two. This is the first movie I have ever seen where it was implied that it was your religious duty to go to it an",0,Negative
"This is a film that has it all, the dashing hero, the beautiful damsel in distress, the noble figure with the tragic flaw, and a truly wonderful robot. Forbidden Planet has maintained that special magic over the years and doesn't lose its flavor with repeated viewings (although the sex appeal of the youthful Anne Francis helps considerably on that score).<br /><br />Movie fans will recognize the youngish Leslie Nielsen portraying the handsome and heroic Commander Adams, although those of us who have grown f",1,Positive
Kenneth Branagh shows off his excellent skill in both acting and writing in this deep and thought provoking interpretation of Shakespeare's most classic and well-written tragedy. Kenneth plays the role of Hamlet with such a distinct emotion that provokes tears. Kate Winslet's performance is also of great note.,1,Positive
"As far as I know, this show was never repeated on UK television after its original run in the late '60s / early '70s, and most episodes are now sadly ""missing presumed wiped"".<br /><br />Series 6 from 1971 however still exists in its entirety, and I recently got the chance to watch it all, the best part of 4 decades on.<br /><br />After rushing home from school, Freewheelers was essential viewing for me and many of my contemporaries back in those halcyon days of flared trousers, Slade and Chicory Tip. And w",1,Positive
"I really, really wanted to like Julian Po. I think that Slater is underrated as an actor, and that many of the supporting players here are better than they are given a chance to demonstrate in this film. I realize this is based on a short story which I have not read. So, I do not know if what I see as the film's faults originated with the story, or were imposed on it by the director/screenwriter. The premise is wonderful, and I loved the voiceover, confessional tone the opening narration strikes. But then..",0,Negative
"I saw this movie in 1976, my first year of living in New York. I went on to live there for the next 26 years,but never saw anything as delicate and beautiful again as this small TV movie. It was part of a PBS series as I recall, and I've never forgotten it. <br /><br />There are no sex scenes to speak of, just delicate, moving, extraordinarily touching moments full of tension and excitement, all set within a conservative, Boston (I think), World War 1 environment where women played the role of devoted wife ",1,Positive
"It is always sad when ""fringe"" movies such as this are overlooked by the majority of filmgoers. ""Panic"" is a wonderfully compelling and poignant study of a character who feels trapped in the pointlessness of his own life.<br /><br />William H. Macy, as Alex, is as convincing as always. This fine actor seems to have a special talent for pulling at your heartstrings, no matter how flawed his characters may be; we may not always condone the lifestyles of the protagonists he plays, but the emotions of fear and ",1,Positive
"Well...tremors I, the original started off in 1990 and i found the movie quite enjoyable to watch. however, they proceeded to make tremors II and III. Trust me, those movies started going downhill right after they finished the first one, i mean, ass blasters??? Now, only God himself is capable of answering the question ""why in Gods name would they create another one of these dumpster dives of a movie?"" Tremors IV cannot be considered a bad movie, in fact it cannot be even considered an epitome of a bad movi",0,Negative
"This movie is just so awful. So bad that I can't bear to expend anything other than just a few words. Avoid this movie at all costs, it is terrible.<br /><br />None of the details of the crimes are re-enacted correctly. Lots of slaughterhouse footage. Weird cuts and edits. No continuity to the plot. The acting is absolutely the most amateur I have ever seen.<br /><br />This bomb of a movie was obviously made to make some money without any regard to the accuracy of it's content. The camera work is out of foc",0,Negative
Pearl S.Buck was a brilliant author that was a first American lady won Nobel prize in literature in 1938 and received her prize with Enrico Fermi an Italian Physit.<br /><br />She wrote this romance in 1931 which was a second one after her first novel (East wind and West wind) in 1930 and her beginning in literature was fantastic upon her premier novels.<br /><br />she won in 1935 (Pulitzer prize) in literature on her eternal novel (The good earth) which made a brilliant panorama on the life of Chinese peas,1,Positive
"In the very first episode of Friends, which aired 22 Sept 1994 ""The One Where Monica Gets A Roommate"" there is a song playing as Rachel sits in the window towards the end of the show, the line that plays is: ""If you ever need holding"".... does anyone know the artist singing or the title of the song? It is seems as if it is a great song....I would love to get a copy of it. Thanks for the assistance. I am looking for the album/cd it is on so I can purchase it. <br /><br />I have the shows which are available ",1,Positive
"Ram Gopal Verma has proved himself as a very innovative and competent director. He had done a remake/reworking of Godfather with Sarkar, and succeeded tremendously. Ditto for Lolita which he made as Nishaabd.<br /><br />Sholay is been the movie he repeatedly says has inspired him the most. Unfortunately, he has managed to make a disappointing and ultimately boring remake.<br /><br />The acting ranged from decent to very good, with Amitabh Bachchan being suitably menacing as the villain Babban.<br /><br />Th",0,Negative
"1st watched 8/29/2009 - 7 out of 10 (Dir-Sidney Franklin): Well told account of farmers in China and their rise to prominence and struggles with what Mother nature throws at them. This movie is based on an award winning novel and chronicles a family starting with the son's arranged marriage to a slave girl. The movie does a good job of keeping your interest despite a somewhat hammy performance by the lead played by Paul Muni. It chronicles , Wong Long(the character played by Muni) and how he works the land,",1,Positive
"*SPOILERS INCLUDED*<br /><br />With a title like ""Bleed"", you know the creative juices weren't running on high when this puppy was conceived. The movie is your basic run-of-the-mill low-budget slasher movie. Oh sure, it tries to be creative with the premise of the ""murder club"", but we learn that was just a joke anyways. Okay, for those who really care about these things, the basic plot is that new girl in town starts dating her co-worker. He invites her into his circle of friends, and at a party, they tell",0,Negative
"Your attitude going into Prom Night II will determine how much joy you take away from the film. If you're expecting a horror masterpiece, look elsewhere. If you like campy movies that are rather fun to watch unfold, you'll like this. Lisa Schrage has the time of her life playing an over the top Mary Lou and Wendy Loyd channels Schrage's rage perfectly during her time ""possessed"".<br /><br />Not classic cinema but a fun way to kill a couple of hours with a wicked ending.<br /><br />",0,Negative
"Why would any legitimate actor having read the script participated in this piece of crap? My god it is actually embarrassing to even watch it. I can't imagine the shame these people must feel for being a part of it. Also, there is apparently some controversy as to whether River Phoenix had a cameo in the movie. He was uncredited but his list of roles here (IMDB) does give him credit. BTW... Rain is his sister for those who have were asking before. This film is proof that no matter how many big ""names"" you h",0,Negative
"Sometimes a movie is so comprehensively awful it has a destructive effect on your morale. You begin to really ask yourself, what does it mean for our society that the standard is so terribly low? Can they honestly expect that we'll endure this many clichés and still be entertained?<br /><br />Of course, it is still a Hollywood mainstay to make the GUN the major character, plot device, and the source of all conflict and resolution in films. Character needs a gun. Gets a gun. Can't do that because he has a gu",0,Negative
"You know when you're on the bus and someone decides to tell you their life-story, and you sit there with a pathetic smile on your face when all you really want to do is slap the fool and walk off? Well I had a similar sensation while watching this film. Okay, I did actually choose to go and see Aprile, and I knew about Nanni Moretti's taste for making himself the one and only star from Caro Diario, but after about half an hour of this latest installment from his memoirs I wanted to give Moretti the madre of",0,Negative
"If Bob Ludlum was to see this mini series, he would have cried. This was complete waste of time and money. I have read the book and even though movies are not exactly what the book may be, CBS wasted time and money on this and it is embarrassing to claim that this was Ludlum's work.<br /><br />May be the creator should check out the Bourne Identity with Richard Chamberlain and see how good that TV series was.<br /><br />Poor Mira, Blair, Anjelica and Colm, why did they sign to stoop this low?<br /><br />Hor",0,Negative
"With the exception of about 10 sublime minutes with HB Warner on the celestial train, this was 94 minutes of jaw-dropping horribleness! The acting was atrocious, but the story is what I really found appalling. The acting was wooden and stilted, even by early talkies standards (the exceptions being Lee Tracy and HB Warner, neither of whom can do wrong). Rose Hobart was absolutely horrid and lifeless as Julie (as she likewise was in 1932's Dr Jekyll and Mr Hyde, an otherwise excellent flick). And the rest of ",0,Negative
"I saw this kung fu movie when I was a kid, and I thought it was so cool! Now I am 26 years old, and my friend has it on DVD!!!<br /><br />We got a case of brew, and watched this classic! It lost NONE of it's original kung fu coolness! If you are a fan of kung fu/karate movies, this is a must see... the DVD is available. I believe this movie is also called ""Pick Your Poison"".<br /><br />Watch it soon!",1,Positive
"Let me make one thing clear.for the most part, the mentality of those who run the show in Hollywood frankly p*sses me right off in general and even more specifically in relation to its treatment of much loved, iconic characters from the pages of comic books. Why? Well let's take a typical Hollywood executive board meeting scenario to illustrate shall we..<br /><br />Executive no.1 'Hey there's lots of dollars to be gleaned from superhero flicks these days.' <br /><br />Executive no.2 'Good point, let's ma",1,Positive
"I am working my way through the Chilling Classics 50 Movie Pack Collection and THE WITCHES' MOUNTAIN (El Monte de las brujas)is something like the 17th movie in the set.<br /><br />The movie had nothing to it to hold my attention at all. The plot was incoherent. The dialog seemed improvised. The acting was poor. The characters were unsympathetic.<br /><br />The best scene is the beginning, with an exasperated woman that is driven to burning her seemingly bratty daughter. However, the only connection this sc",0,Negative
"Notice that all those that did not like and enjoy this film commented that it was not as good as the book or that it differed from the book.<br /><br />I don't understand this type of criticism. Books and films are different media. While books have hours and hours to develop characters and story lines, films have about 120 minutes. Yet the film has the advantage of stimulating several senses: visual, audio, as well as the imagination. I don't care if a film is as good as or, in fact, has any resemblance to ",1,Positive
"Why would a person go back to a person, who kicks them in the teeth, not once, not twice, but over and over again.<br /><br />This film teaches us that in order to find love we must accept abuse (not just forgive it, but fully accept it). Gosh! No wonder my first relationship only lasted ten years. I obviously wasn't embracing my inner masochist.<br /><br />As Bucatinsky's writing debut, there are many wonderful aspects to this film; however, in order to justify the reunion of Eli and Tom, more character de",0,Negative
"It a bit peculiar that a story that is placed in a part of Oslo where a very high percentage of the local residents is from an Asian background does NOT EVEN SHOW ONE ASIAN OR AFRICAN person, not even as an extra. That fact probably describes Norwegian race relations in general. - However.<br /><br />NO SPOILERS - ONLY A BRIEF INTRODUCTORY DESCRIPTION:<br /><br />Buddy portrays four young people living in a flat-share in Oslo. The protagonist are two young men that don't manage to direct their life in any s",0,Negative
"No plot, crappy acting, and pointless gore....<br /><br />This is supposed to be a horror movie? There's no fear, or suspense, just BOOM BANG GORE, then done. Some kinda Marines are in the desert for some weird, crappy reason and they get hunted down by those mutated beasts from the first movie, which was good, and should have been left it at that.<br /><br />This is just another excuse for money, and use of pointless violence, just like the ""Saw"" sequels. They know no matter how pointless the plot is, and ",0,Negative
"A good cast is appallingly wasted in this slower than molasses and haphazardly connived comedy. Peter Ustinov tries hard here to bring something to life but the result is a dour bore that misses all the right beats that might have made it watchable. Regardless of the favorable comments here, this film is awful. Badly directed. Badly edited. Badly acted. Badly written. You need to sit through a hundred movies to come across one this bad.<br /><br />The muddled and excruciatingly laggard plot concerns Ustinov",0,Negative
"I'm all for the idea of a grand epic of the American Revolutionary War. This ain't it. (And for that matter, neither was the Emmerich/Devlin/Gibson THE PATRIOT. But I digress.)<br /><br />I saw this film at a publicity screening at the old MGM Studios (now Sony) just before it came out. The audience had high expectations for this expensive period piece, written by veteran Robert Dillon, directed by the esteemed Hugh Hudson (of CHARIOTS OF FIRE fame), and starring Al Pacino.<br /><br />But it didn't take lon",0,Negative
"This ""movie"" is such a bad work! Nothing seems to even try and be realistic. Plot is weak, acting - miserable, actors wondering around like in a 1st year production, trying very hard to act with no chance at all from the beginning. What a flop! What a waste of time, money and effort to all concerned including the audience. Well, as in any thriller, here too are murders, corpses and blood. Just imagine someone who 5 minutes ago, committed a murder with a knife, and came out calm and smiling, not to mention c",0,Negative
"I first saw Enchanted April about five years ago. I loved it so much that my husband surprised me with a copy the following Christmas. It's about two women who decide to rent a castle in Italy for the month of April, leaving their humdrum lives behind them. They are very sad women at the outset of the film, and you can't help but root them on as they plan this get-away with two other women they invite along to share the expenses. This is perhaps the most feel good movie I have ever seen. It' pure and simple",1,Positive
"... or was Honest Iago actually smirking at the end, as he died?<br /><br />Loved how the Bard's iambic pentameter just rolled of Fishburne's tongue, with excellent clarity and emotion.<br /><br />And how Branagh made Honest Iago seem to celebrate his own evilness...<br /><br />This is a wonderful film.<br /><br />I have often thought that Shakespeare is inherently not film-friendly: He uses words to create pictures in our minds, which creates a perennial battle with the camera, which only knows to show us ",1,Positive
"I'll be honest, this is one of the worst movies ever. If not, then it's VERY close. Ever seen a bad teen soap opera. Well this is like one of those. Except worse. For example: (POSSIBLY SPOILER) girl: I wanna go somewhere else.<br /><br />guy: all we need is here.<br /><br />girl: but I wanna take myself somewhere different.<br /><br />guy: I'll take YOU somewhere else.<br /><br />... Proceeding this line they have sex. The music is bad pop and bad punk rock. If you've EVER read the book, avoid this movie l",0,Negative
"I remember being terrified of movie blood when I was younger, and gradually getting less so, until getting jaded enough, as I'm sure many other viewers have become, so that the barrage of gory films produced in last few years have entertained me but not scared me or made me squirm. ""The Dentist"" turned that around.<br /><br />The setup seems simple: a mentally unstable dentist wreaks havoc on the insides of mouths, and perhaps bodies as well. A clever twist, though, is that the dentist is the film's protago",1,Positive
Saving Grace is a feel good movie with it's heart in the right place. Grace is recently widowed and realizes her late husband left her with a lot of debts. She could lose her lovely house and sees no other solution to her misery than to start growing marijuana. She's living in a beautiful village where most viewers would love to live and the villagers are all wonderful people most viewers would love to have as neighbors. There's only one thing wrong with this picture and that is the way it portraits the eff,1,Positive
"An uninspired and undistinguished ""new"" Columbo which sees the man-in-the-mac attend his nephew's wedding, only for his bride to disappear on their wedding night. Columbo investigates...<br /><br />And that it is about it: indifferently plotted and surprisingly laden with a flat script, given that it is written by Robert Van Scoyk, who penned the highly enjoyable Columbo story ""Murder Under Glass"" in the detective's heyday; there is not even a murder to speak of and the greatest amount of ingenuity afforded",0,Negative
"Bugs Bunny accidentally ends up at the South Pole while trying to vacation in Florida. Where he meets a little penquin, which he tries to save from an Eskimo. This short tries and the penquin is adorable, but in the end it's a bit too light in the laughs department. The Eskimo isn't really that great of a foil for Bugs and I just seen a lot better Bugs Bunny cartoons frankly, even other shorts when he's paired with other unknown antagonists. So I can't in good conscience recommend this one. However it is ni",0,Negative
"Henry Hathaway was daring, as well as enthusiastic, for his love of the people of the early days in US history. However, to critique historical inaccuracies of his film about Brigham Young and the Mormon people are not necessary or useful in commenting for this film. In my opinion, Hathaway did superb direction that conveys what a Mormon people were in the early history of the Church of Jesus Christ of Latter-Day Saints during the time period beginning with the martyrdom of Joseph Smith to the date of film ",1,Positive
"During the Civil War, there were many cases of divided loyalties; obviously, many occurred ""In the Border States"", where North met South by happenstance of geography. From the border, young father Owen Moore goes off to join the Union Army. Shortly, Confederate soldier Henry B. Walthall, separated from his regimen, wanders onto the enemy's property, desperate for water; he finds a supply where the Unionist's young daughter Gladys Egan sits. When the Yankee soldiers track him down, Little Gladys innocently h",0,Negative
"I first didn't want to watch this film, for the trailer gave the impression of a common and too expected film...but as I recently had the pleasure to discover the surprising ""Mensonges et trahisons et plus si affinité"""" which was beautifully directed and written by Laurent Tirard (screenwriter of ""prête-moi ta main""), I changed my mind and decided to try it, thinking that ""Prête-moi ta main"", would be as good as ""mensonges..."". And it is absolutely not. The script is not bad, but it is not as well directed ",0,Negative
